subject,structure,dice_before,dice_after,delta,voxels_removed,vol_pred_ml,vol_gt_ml
amos_0102,aorta,0.917,0.917,0.0,0,108.1,98.91
amos_0102,duodenum,0.6461,0.6461,0.0,0,34.42,38.84
amos_0102,esophagus,0.6711,0.6711,0.0,0,14.39,10.93
amos_0102,gallbladder,0.864,0.864,0.0,0,78.17,94.7
amos_0102,inferior_vena_cava,0.8319,0.8319,0.0,0,65.49,79.0
amos_0102,kidney_left,0.9402,0.9402,0.0,0,217.79,220.9
amos_0102,kidney_right,0.9404,0.9404,0.0,0,242.5,241.85
amos_0102,liver,0.9688,0.9688,0.0,0,1931.59,1960.61
amos_0102,pancreas,0.8409,0.8409,0.0,0,54.45,54.8
amos_0102,spleen,0.9579,0.9579,0.0,0,182.68,189.9
amos_0102,stomach,0.8882,0.8882,0.0,0,164.92,174.85
amos_0102,urinary_bladder,0.8918,0.8918,0.0,0,108.13,91.76
amos_0103,adrenal_gland_left,0.6635,0.6635,0.0,0,2.27,2.01
amos_0103,adrenal_gland_right,0.5429,0.5429,0.0,0,2.39,2.37
amos_0103,aorta,0.8504,0.8504,0.0,0,41.01,38.01
amos_0103,duodenum,0.4601,0.4601,0.0,0,64.43,49.72
amos_0103,esophagus,0.5893,0.5893,0.0,0,0.74,1.73
amos_0103,gallbladder,0.2308,0.2308,0.0,0,0.32,1.94
amos_0103,inferior_vena_cava,0.681,0.681,0.0,0,28.68,40.72
amos_0103,kidney_left,0.9094,0.9094,0.0,0,185.08,205.91
amos_0103,kidney_right,0.4263,0.4263,0.0,0,78.94,181.96
amos_0103,liver,0.9546,0.9546,0.0,0,961.97,1007.49
amos_0103,pancreas,0.7474,0.7474,0.0,0,64.28,72.97
amos_0103,spleen,0.9258,0.9258,0.0,0,91.61,94.46
amos_0103,stomach,0.915,0.915,0.0,0,538.07,600.85
amos_0103,urinary_bladder,0.9217,0.9217,0.0,0,136.1,125.04
amos_0104,adrenal_gland_left,0.7829,0.7829,0.0,0,4.93,5.45
amos_0104,adrenal_gland_right,0.778,0.778,0.0,0,4.81,5.08
amos_0104,aorta,0.9066,0.9066,0.0,0,91.27,96.42
amos_0104,duodenum,0.7539,0.7539,0.0,0,60.23,50.56
amos_0104,esophagus,0.854,0.854,0.0,0,9.9,9.61
amos_0104,gallbladder,0.8959,0.8959,0.0,0,26.51,28.81
amos_0104,inferior_vena_cava,0.8663,0.8663,0.0,0,67.47,79.66
amos_0104,kidney_left,0.9382,0.9382,0.0,0,208.44,201.54
amos_0104,kidney_right,0.9384,0.9384,0.0,0,183.81,179.64
amos_0104,liver,0.967,0.967,0.0,0,1768.11,1774.75
amos_0104,pancreas,0.8662,0.8662,0.0,0,87.02,92.95
amos_0104,spleen,0.9487,0.9487,0.0,0,173.71,181.49
amos_0104,stomach,0.948,0.948,0.0,0,672.75,716.16
amos_0104,urinary_bladder,0.9512,0.9512,0.0,0,327.89,310.99
amos_0105,adrenal_gland_left,0.7637,0.7637,0.0,0,5.28,5.99
amos_0105,adrenal_gland_right,0.7263,0.7263,0.0,0,3.44,4.02
amos_0105,aorta,0.8486,0.8486,0.0,0,159.32,132.29
amos_0105,duodenum,0.4204,0.4204,0.0,0,19.5,45.29
amos_0105,esophagus,0.8357,0.8357,0.0,0,16.94,15.88
amos_0105,gallbladder,0.6817,0.6817,0.0,0,23.76,40.64
amos_0105,inferior_vena_cava,0.6656,0.6656,0.0,0,40.71,46.74
amos_0105,kidney_left,0.9344,0.9344,0.0,0,137.37,135.85
amos_0105,kidney_right,0.9308,0.9308,0.0,0,135.56,130.63
amos_0105,liver,0.9575,0.9575,0.0,0,1806.49,1797.01
amos_0105,pancreas,0.776,0.776,0.0,0,52.7,47.45
amos_0105,spleen,0.8899,0.8899,0.0,0,124.16,129.65
amos_0105,stomach,0.8918,0.8918,0.0,0,148.64,153.69
amos_0105,urinary_bladder,0.7689,0.7689,0.0,0,64.32,44.29
amos_0109,adrenal_gland_left,0.616,0.616,0.0,0,2.01,3.61
amos_0109,adrenal_gland_right,0.4982,0.4982,0.0,0,0.87,1.76
amos_0109,aorta,0.8202,0.8202,0.0,0,32.68,33.04
amos_0109,duodenum,0.577,0.577,0.0,0,40.92,31.66
amos_0109,esophagus,0.748,0.748,0.0,0,6.27,6.51
amos_0109,gallbladder,0.8081,0.8081,0.0,0,19.71,19.19
amos_0109,inferior_vena_cava,0.6016,0.6016,0.0,0,27.94,42.68
amos_0109,kidney_left,0.8876,0.8876,0.0,0,98.19,112.19
amos_0109,kidney_right,0.8927,0.8927,0.0,0,90.74,100.2
amos_0109,liver,0.9359,0.9359,0.0,0,911.7,896.65
amos_0109,pancreas,0.7653,0.7653,0.0,0,78.25,89.89
amos_0109,spleen,0.7746,0.7746,0.0,0,159.75,113.16
amos_0109,stomach,0.9132,0.9132,0.0,0,338.89,333.28
amos_0109,urinary_bladder,0.2246,0.2246,0.0,0,310.39,43.93
amos_0110,adrenal_gland_left,0.7446,0.7446,0.0,0,4.01,5.12
amos_0110,adrenal_gland_right,0.8146,0.8146,0.0,0,4.23,4.66
amos_0110,aorta,0.8947,0.8947,0.0,0,212.28,219.27
amos_0110,duodenum,0.7178,0.7178,0.0,0,70.95,57.46
amos_0110,esophagus,0.8027,0.8027,0.0,0,33.21,28.81
amos_0110,gallbladder,0.874,0.874,0.0,0,15.36,15.15
amos_0110,inferior_vena_cava,0.862,0.862,0.0,0,66.37,77.01
amos_0110,kidney_left,0.9435,0.9435,0.0,0,159.26,163.7
amos_0110,kidney_right,0.9454,0.9454,0.0,0,156.68,163.05
amos_0110,liver,0.9718,0.9718,0.0,0,1418.06,1452.34
amos_0110,pancreas,0.8193,0.8193,0.0,0,41.77,43.71
amos_0110,spleen,0.9503,0.9503,0.0,0,197.18,204.04
amos_0110,stomach,0.9087,0.9087,0.0,0,350.98,405.11
amos_0110,urinary_bladder,0.8149,0.8149,0.0,0,85.21,58.71
amos_0111,adrenal_gland_left,0.6395,0.6395,0.0,0,3.52,4.44
amos_0111,adrenal_gland_right,0.4991,0.4991,0.0,0,1.6,1.78
amos_0111,aorta,0.9024,0.9024,0.0,0,61.42,61.77
amos_0111,duodenum,0.4395,0.4395,0.0,0,39.3,68.58
amos_0111,esophagus,0.7928,0.7928,0.0,0,7.99,9.76
amos_0111,gallbladder,0.6918,0.6918,0.0,0,15.54,26.12
amos_0111,inferior_vena_cava,0.8181,0.8181,0.0,0,64.03,72.37
amos_0111,kidney_left,0.9502,0.9502,0.0,0,128.52,131.16
amos_0111,kidney_right,0.9446,0.9446,0.0,0,125.67,125.32
amos_0111,liver,0.8929,0.8929,0.0,0,1439.98,1234.54
amos_0111,pancreas,0.8049,0.8049,0.0,0,65.44,52.38
amos_0111,spleen,0.5443,0.5443,0.0,0,384.98,150.32
amos_0111,stomach,0.8448,0.8448,0.0,0,624.3,514.68
amos_0111,urinary_bladder,0.1588,0.1588,0.0,0,432.98,43.01
amos_0113,adrenal_gland_left,0.6017,0.6017,0.0,0,2.62,4.0
amos_0113,adrenal_gland_right,0.5239,0.5239,0.0,0,2.37,3.89
amos_0113,aorta,0.9083,0.9083,0.0,0,80.2,77.32
amos_0113,duodenum,0.597,0.597,0.0,0,31.97,31.0
amos_0113,esophagus,0.8146,0.8146,0.0,0,17.56,16.58
amos_0113,gallbladder,0.8418,0.8418,0.0,0,39.77,41.09
amos_0113,inferior_vena_cava,0.7781,0.7781,0.0,0,54.58,81.01
amos_0113,kidney_left,0.9176,0.9176,0.0,0,170.01,186.32
amos_0113,kidney_right,0.9115,0.9115,0.0,0,172.74,182.95
amos_0113,liver,0.9598,0.9598,0.0,0,1650.87,1643.73
amos_0113,pancreas,0.8593,0.8593,0.0,0,73.48,76.33
amos_0113,spleen,0.9364,0.9364,0.0,0,182.85,199.78
amos_0113,stomach,0.9071,0.9071,0.0,0,272.36,281.48
amos_0113,urinary_bladder,0.4099,0.4099,0.0,0,240.94,62.29
amos_0115,adrenal_gland_left,0.7489,0.7489,0.0,0,3.99,4.54
amos_0115,adrenal_gland_right,0.6808,0.6808,0.0,0,2.28,3.56
amos_0115,aorta,0.8814,0.8814,0.0,0,81.64,77.36
amos_0115,duodenum,0.3234,0.3234,0.0,0,15.52,49.86
amos_0115,esophagus,0.7501,0.7501,0.0,0,7.46,8.07
amos_0115,gallbladder,0.7947,0.7947,0.0,0,29.18,40.15
amos_0115,inferior_vena_cava,0.726,0.726,0.0,0,50.53,59.52
amos_0115,kidney_left,0.9167,0.9167,0.0,0,113.11,121.62
amos_0115,kidney_right,0.9019,0.9019,0.0,0,143.56,152.3
amos_0115,liver,0.9544,0.9544,0.0,0,1109.05,1140.24
amos_0115,pancreas,0.6433,0.6433,0.0,0,44.16,32.3
amos_0115,stomach,0.7133,0.7133,0.0,0,234.66,192.46
amos_0115,urinary_bladder,0.9283,0.9283,0.0,0,277.39,255.73
amos_0116,adrenal_gland_left,0.5635,0.5635,0.0,0,2.61,4.94
amos_0116,adrenal_gland_right,0.4941,0.4941,0.0,0,1.38,2.13
amos_0116,aorta,0.8888,0.8888,0.0,0,126.12,129.42
amos_0116,duodenum,0.5323,0.5323,0.0,0,48.96,49.45
amos_0116,esophagus,0.7331,0.7331,0.0,0,17.89,18.9
amos_0116,gallbladder,0.8271,0.8271,0.0,0,43.72,52.62
amos_0116,inferior_vena_cava,0.6883,0.6883,0.0,0,36.76,57.73
amos_0116,kidney_left,0.9482,0.9482,0.0,0,134.22,134.38
amos_0116,kidney_right,0.9488,0.9488,0.0,0,126.01,129.84
amos_0116,liver,0.9566,0.9566,0.0,0,1074.56,1120.73
amos_0116,pancreas,0.7602,0.7602,0.0,0,78.37,95.45
amos_0116,spleen,0.9179,0.9179,0.0,0,234.56,249.99
amos_0116,stomach,0.893,0.893,0.0,0,140.7,148.04
amos_0116,urinary_bladder,0.3932,0.3932,0.0,0,134.74,37.79
amos_0118,adrenal_gland_left,0.669,0.669,0.0,0,3.8,4.37
amos_0118,adrenal_gland_right,0.7048,0.7048,0.0,0,3.18,2.88
amos_0118,aorta,0.9136,0.9136,0.0,0,119.04,114.56
amos_0118,duodenum,0.7788,0.7788,0.0,0,54.28,58.81
amos_0118,esophagus,0.6637,0.6637,0.0,0,8.97,14.87
amos_0118,gallbladder,0.869,0.869,0.0,0,17.94,21.53
amos_0118,inferior_vena_cava,0.6163,0.6163,0.0,0,27.12,48.71
amos_0118,kidney_left,0.9351,0.9351,0.0,0,141.39,137.68
amos_0118,kidney_right,0.824,0.824,0.0,0,35.86,32.32
amos_0118,liver,0.9561,0.9561,0.0,0,1029.35,1047.58
amos_0118,pancreas,0.8105,0.8105,0.0,0,43.61,46.4
amos_0118,spleen,0.9461,0.9461,0.0,0,135.24,137.92
amos_0118,stomach,0.9296,0.9296,0.0,0,290.91,311.88
amos_0118,urinary_bladder,0.9337,0.9337,0.0,0,228.99,221.25
amos_0119,adrenal_gland_left,0.6184,0.6184,0.0,0,1.9,3.34
amos_0119,adrenal_gland_right,0.5744,0.5744,0.0,0,3.03,3.94
amos_0119,aorta,0.8788,0.8788,0.0,0,132.4,135.14
amos_0119,duodenum,0.6971,0.6971,0.0,0,31.35,42.5
amos_0119,esophagus,0.6141,0.6141,0.0,0,24.46,17.21
amos_0119,gallbladder,0.8522,0.8522,0.0,0,37.22,40.17
amos_0119,inferior_vena_cava,0.848,0.848,0.0,0,77.67,95.74
amos_0119,kidney_left,0.9458,0.9458,0.0,0,123.6,126.58
amos_0119,kidney_right,0.9404,0.9404,0.0,0,112.61,117.61
amos_0119,liver,0.958,0.958,0.0,0,1373.97,1431.31
amos_0119,pancreas,0.7876,0.7876,0.0,0,48.92,47.55
amos_0119,spleen,0.9533,0.9533,0.0,0,357.92,378.76
amos_0119,stomach,0.8905,0.8905,0.0,0,124.2,148.24
amos_0119,urinary_bladder,0.9437,0.9437,0.0,0,477.82,464.61
amos_0121,adrenal_gland_left,0.6251,0.6251,0.0,0,1.92,1.96
amos_0121,adrenal_gland_right,0.7018,0.7018,0.0,0,1.76,2.49
amos_0121,aorta,0.8831,0.8831,0.0,0,205.74,216.99
amos_0121,duodenum,0.6734,0.6734,0.0,0,78.04,79.53
amos_0121,esophagus,0.749,0.749,0.0,0,24.15,31.78
amos_0121,gallbladder,0.8254,0.8254,0.0,0,17.77,24.22
amos_0121,inferior_vena_cava,0.7859,0.7859,0.0,0,60.39,82.13
amos_0121,kidney_left,0.7643,0.7643,0.0,0,75.14,56.78
amos_0121,kidney_right,0.9525,0.9525,0.0,0,145.68,148.44
amos_0121,liver,0.961,0.961,0.0,0,1039.47,1044.85
amos_0121,pancreas,0.7941,0.7941,0.0,0,60.76,68.81
amos_0121,spleen,0.9513,0.9513,0.0,0,161.86,167.22
amos_0121,stomach,0.9355,0.9355,0.0,0,257.2,260.1
amos_0121,urinary_bladder,0.8411,0.8411,0.0,0,116.54,88.53
amos_0124,adrenal_gland_left,0.7743,0.7743,0.0,0,3.43,3.93
amos_0124,adrenal_gland_right,0.5696,0.5696,0.0,0,2.7,2.99
amos_0124,aorta,0.9003,0.9003,0.0,0,235.28,256.89
amos_0124,duodenum,0.8349,0.8349,0.0,0,53.78,53.99
amos_0124,esophagus,0.7531,0.7531,0.0,0,31.07,27.59
amos_0124,gallbladder,0.8472,0.8472,0.0,0,13.01,17.2
amos_0124,inferior_vena_cava,0.7637,0.7637,0.0,0,53.03,64.95
amos_0124,kidney_left,0.9478,0.9478,0.0,0,132.29,135.77
amos_0124,kidney_right,0.9452,0.9452,0.0,0,130.63,137.25
amos_0124,liver,0.9709,0.9709,0.0,0,1851.17,1904.3
amos_0124,pancreas,0.8565,0.8565,0.0,0,83.08,86.16
amos_0124,spleen,0.9665,0.9665,0.0,0,522.65,539.96
amos_0124,stomach,0.9399,0.9399,0.0,0,201.73,214.36
amos_0124,urinary_bladder,0.8513,0.8513,0.0,0,68.15,51.67
amos_0125,adrenal_gland_left,0.4663,0.4663,0.0,0,2.44,5.58
amos_0125,adrenal_gland_right,0.2051,0.2051,0.0,0,0.5,3.36
amos_0125,aorta,0.8137,0.8137,0.0,0,116.75,100.13
amos_0125,duodenum,0.2302,0.2302,0.0,0,9.08,37.18
amos_0125,esophagus,0.5893,0.5893,0.0,0,9.81,15.78
amos_0125,gallbladder,0.8337,0.8337,0.0,0,55.84,54.51
amos_0125,inferior_vena_cava,0.5757,0.5757,0.0,0,55.76,96.49
amos_0125,kidney_left,0.8286,0.8286,0.0,0,161.41,211.02
amos_0125,kidney_right,0.7718,0.7718,0.0,0,151.48,220.17
amos_0125,liver,0.9322,0.9322,0.0,0,1851.1,1963.52
amos_0125,pancreas,0.3752,0.3752,0.0,0,13.37,36.74
amos_0125,spleen,0.9473,0.9473,0.0,0,450.6,486.41
amos_0125,stomach,0.6774,0.6774,0.0,0,253.28,163.24
amos_0125,urinary_bladder,0.5145,0.5145,0.0,0,390.91,145.56
amos_0126,adrenal_gland_left,0.292,0.292,0.0,0,1.23,2.46
amos_0126,adrenal_gland_right,0.2872,0.2872,0.0,0,0.56,1.29
amos_0126,aorta,0.9046,0.9046,0.0,0,282.23,312.19
amos_0126,duodenum,0.651,0.651,0.0,0,44.64,56.56
amos_0126,esophagus,0.688,0.688,0.0,0,25.4,32.7
amos_0126,gallbladder,0.8313,0.8313,0.0,0,17.9,16.39
amos_0126,inferior_vena_cava,0.4682,0.4682,0.0,0,17.89,53.64
amos_0126,kidney_left,0.9109,0.9109,0.0,0,78.38,80.67
amos_0126,kidney_right,0.9008,0.9008,0.0,0,83.71,95.25
amos_0126,liver,0.9297,0.9297,0.0,0,645.74,667.97
amos_0126,pancreas,0.5563,0.5563,0.0,0,32.65,36.69
amos_0126,spleen,0.9398,0.9398,0.0,0,70.14,73.46
amos_0126,stomach,0.8844,0.8844,0.0,0,572.41,680.87
amos_0126,urinary_bladder,0.5224,0.5224,0.0,0,46.97,25.77
amos_0127,adrenal_gland_left,0.3365,0.3365,0.0,0,0.55,2.03
amos_0127,adrenal_gland_right,0.6064,0.6064,0.0,0,1.05,1.25
amos_0127,aorta,0.8801,0.8801,0.0,0,46.78,45.46
amos_0127,duodenum,0.675,0.675,0.0,0,43.34,55.39
amos_0127,esophagus,0.6965,0.6965,0.0,0,3.3,5.17
amos_0127,gallbladder,0.6295,0.6295,0.0,0,17.57,11.08
amos_0127,inferior_vena_cava,0.7541,0.7541,0.0,0,34.09,49.83
amos_0127,kidney_left,0.7555,0.7555,0.0,0,152.13,238.89
amos_0127,kidney_right,0.4134,0.4134,0.0,0,54.64,204.99
amos_0127,liver,0.9481,0.9481,0.0,0,815.74,834.83
amos_0127,pancreas,0.7865,0.7865,0.0,0,63.3,82.22
amos_0127,spleen,0.9206,0.9206,0.0,0,107.84,111.82
amos_0127,stomach,0.9229,0.9229,0.0,0,219.22,229.1
amos_0127,urinary_bladder,0.9123,0.9123,0.0,0,99.0,91.78
amos_0129,adrenal_gland_left,0.6913,0.6913,0.0,0,5.45,4.58
amos_0129,adrenal_gland_right,0.7993,0.7993,0.0,0,4.28,4.1
amos_0129,aorta,0.8993,0.8993,0.0,0,349.48,347.28
amos_0129,duodenum,0.8406,0.8406,0.0,0,73.86,73.9
amos_0129,esophagus,0.7568,0.7568,0.0,0,34.03,28.72
amos_0129,inferior_vena_cava,0.8257,0.8257,0.0,0,70.43,88.48
amos_0129,kidney_left,0.9437,0.9437,0.0,0,143.0,145.31
amos_0129,kidney_right,0.9422,0.9422,0.0,0,158.51,161.51
amos_0129,liver,0.9683,0.9683,0.0,0,1161.22,1172.21
amos_0129,pancreas,0.8884,0.8884,0.0,0,79.66,82.55
amos_0129,spleen,0.95,0.95,0.0,0,134.25,140.54
amos_0129,stomach,0.937,0.937,0.0,0,204.26,216.5
amos_0129,urinary_bladder,0.8829,0.8829,0.0,0,83.33,66.15
amos_0131,adrenal_gland_left,0.7718,0.7718,0.0,0,4.66,5.06
amos_0131,adrenal_gland_right,0.6985,0.6985,0.0,0,3.44,4.73
amos_0131,aorta,0.8456,0.8456,0.0,0,173.02,141.8
amos_0131,duodenum,0.8149,0.8149,0.0,0,81.57,93.06
amos_0131,esophagus,0.8381,0.8381,0.0,0,17.15,16.52
amos_0131,gallbladder,0.8725,0.8725,0.0,0,36.91,45.16
amos_0131,inferior_vena_cava,0.7609,0.7609,0.0,0,41.33,56.47
amos_0131,kidney_left,0.9411,0.9411,0.0,0,178.69,180.93
amos_0131,kidney_right,0.9372,0.9372,0.0,0,210.14,201.63
amos_0131,liver,0.9653,0.9653,0.0,0,1513.67,1515.84
amos_0131,pancreas,0.851,0.851,0.0,0,79.75,80.77
amos_0131,spleen,0.9496,0.9496,0.0,0,203.11,210.4
amos_0131,stomach,0.9501,0.9501,0.0,0,411.5,418.58
amos_0131,urinary_bladder,0.8072,0.8072,0.0,0,70.22,50.49
amos_0133,adrenal_gland_left,0.0782,0.0782,0.0,0,0.09,2.03
amos_0133,adrenal_gland_right,0.1068,0.1068,0.0,0,0.4,1.33
amos_0133,aorta,0.8116,0.8116,0.0,0,25.64,26.48
amos_0133,duodenum,0.5081,0.5081,0.0,0,29.55,47.4
amos_0133,esophagus,0.0,0.0,0.0,0,0.0,0.42
amos_0133,gallbladder,0.7431,0.7431,0.0,0,21.56,34.37
amos_0133,inferior_vena_cava,0.3917,0.3917,0.0,0,14.24,58.15
amos_0133,kidney_left,0.7708,0.7708,0.0,0,74.27,110.99
amos_0133,kidney_right,0.7756,0.7756,0.0,0,84.36,120.24
amos_0133,liver,0.9468,0.9468,0.0,0,854.95,866.16
amos_0133,pancreas,0.6526,0.6526,0.0,0,29.86,47.43
amos_0133,spleen,0.9114,0.9114,0.0,0,87.45,98.19
amos_0133,stomach,0.888,0.888,0.0,0,184.96,190.72
amos_0133,urinary_bladder,0.643,0.643,0.0,0,55.54,29.9
amos_0134,adrenal_gland_left,0.7962,0.7962,0.0,0,4.49,4.39
amos_0134,adrenal_gland_right,0.5726,0.5726,0.0,0,3.32,4.57
amos_0134,aorta,0.9143,0.9143,0.0,0,194.07,199.59
amos_0134,duodenum,0.7721,0.7721,0.0,0,77.36,99.19
amos_0134,esophagus,0.6812,0.6812,0.0,0,35.75,26.13
amos_0134,gallbladder,0.8604,0.8604,0.0,0,16.45,17.24
amos_0134,inferior_vena_cava,0.8745,0.8745,0.0,0,76.86,91.59
amos_0134,kidney_left,0.9394,0.9394,0.0,0,114.08,116.45
amos_0134,kidney_right,0.9429,0.9429,0.0,0,120.95,124.31
amos_0134,liver,0.9672,0.9672,0.0,0,1099.36,1122.01
amos_0134,pancreas,0.8373,0.8373,0.0,0,79.75,78.78
amos_0134,spleen,0.9494,0.9494,0.0,0,120.51,126.37
amos_0134,stomach,0.9327,0.9327,0.0,0,241.31,250.76
amos_0135,adrenal_gland_left,0.723,0.723,0.0,0,4.33,4.85
amos_0135,adrenal_gland_right,0.7053,0.7053,0.0,0,3.97,4.46
amos_0135,aorta,0.8741,0.8741,0.0,0,188.44,187.69
amos_0135,duodenum,0.8105,0.8105,0.0,0,56.75,72.45
amos_0135,esophagus,0.7394,0.7394,0.0,0,32.27,29.32
amos_0135,gallbladder,0.8791,0.8791,0.0,0,27.66,32.74
amos_0135,inferior_vena_cava,0.884,0.884,0.0,0,113.32,127.4
amos_0135,kidney_left,0.9531,0.9531,0.0,0,190.46,195.52
amos_0135,kidney_right,0.9497,0.9497,0.0,0,195.0,202.24
amos_0135,liver,0.9438,0.9438,0.0,0,1610.77,1707.53
amos_0135,pancreas,0.8404,0.8404,0.0,0,69.86,67.91
amos_0135,spleen,0.9593,0.9593,0.0,0,373.33,394.65
amos_0135,stomach,0.8561,0.8561,0.0,0,417.34,345.49
amos_0135,urinary_bladder,0.8733,0.8733,0.0,0,92.45,72.3
amos_0137,adrenal_gland_left,0.713,0.713,0.0,0,2.96,3.81
amos_0137,adrenal_gland_right,0.6322,0.6322,0.0,0,2.35,2.9
amos_0137,aorta,0.8972,0.8972,0.0,0,215.92,228.73
amos_0137,duodenum,0.7123,0.7123,0.0,0,46.75,62.96
amos_0137,esophagus,0.7553,0.7553,0.0,0,27.98,25.42
amos_0137,gallbladder,0.8749,0.8749,0.0,0,18.11,20.0
amos_0137,inferior_vena_cava,0.8597,0.8597,0.0,0,81.53,92.94
amos_0137,kidney_left,0.9351,0.9351,0.0,0,121.84,127.03
amos_0137,kidney_right,0.9495,0.9495,0.0,0,128.59,131.18
amos_0137,liver,0.9579,0.9579,0.0,0,1304.97,1309.41
amos_0137,pancreas,0.8494,0.8494,0.0,0,82.38,82.15
amos_0137,spleen,0.9456,0.9456,0.0,0,165.37,176.68
amos_0137,stomach,0.9397,0.9397,0.0,0,299.56,304.09
amos_0137,urinary_bladder,0.8388,0.8388,0.0,0,93.6,72.03
amos_0138,adrenal_gland_left,0.3974,0.3974,0.0,0,1.85,3.39
amos_0138,adrenal_gland_right,0.5338,0.5338,0.0,0,1.56,3.21
amos_0138,aorta,0.8862,0.8862,0.0,0,69.22,65.27
amos_0138,duodenum,0.6004,0.6004,0.0,0,32.41,32.93
amos_0138,esophagus,0.5396,0.5396,0.0,0,2.05,4.91
amos_0138,gallbladder,0.8224,0.8224,0.0,0,25.57,21.75
amos_0138,inferior_vena_cava,0.5145,0.5145,0.0,0,24.92,52.74
amos_0138,kidney_left,0.8943,0.8943,0.0,0,98.44,106.66
amos_0138,kidney_right,0.8674,0.8674,0.0,0,72.7,84.41
amos_0138,liver,0.9574,0.9574,0.0,0,1125.14,1149.05
amos_0138,pancreas,0.7288,0.7288,0.0,0,44.11,39.87
amos_0138,spleen,0.8485,0.8485,0.0,0,372.97,318.37
amos_0138,stomach,0.7111,0.7111,0.0,0,188.26,315.44
amos_0138,urinary_bladder,0.8626,0.8626,0.0,0,112.45,96.04
amos_0141,adrenal_gland_left,0.682,0.682,0.0,0,3.11,3.41
amos_0141,adrenal_gland_right,0.7771,0.7771,0.0,0,3.58,3.43
amos_0141,aorta,0.9201,0.9201,0.0,0,93.2,96.07
amos_0141,duodenum,0.6832,0.6832,0.0,0,34.28,43.08
amos_0141,esophagus,0.8603,0.8603,0.0,0,7.01,6.76
amos_0141,gallbladder,0.8049,0.8049,0.0,0,13.6,18.1
amos_0141,inferior_vena_cava,0.87,0.87,0.0,0,80.55,90.82
amos_0141,kidney_left,0.9238,0.9238,0.0,0,113.11,117.05
amos_0141,kidney_right,0.9306,0.9306,0.0,0,106.78,109.06
amos_0141,liver,0.9521,0.9521,0.0,0,1221.51,1281.39
amos_0141,pancreas,0.8527,0.8527,0.0,0,67.69,67.99
amos_0141,spleen,0.939,0.939,0.0,0,104.82,108.46
amos_0141,stomach,0.8708,0.8708,0.0,0,162.23,157.67
amos_0141,urinary_bladder,0.2659,0.2659,0.0,0,79.27,51.29
amos_0142,adrenal_gland_left,0.0757,0.0757,0.0,0,0.23,3.09
amos_0142,adrenal_gland_right,0.667,0.667,0.0,0,3.39,3.72
amos_0142,aorta,0.9215,0.9215,0.0,0,109.78,107.72
amos_0142,duodenum,0.7188,0.7188,0.0,0,48.63,49.53
amos_0142,esophagus,0.8647,0.8647,0.0,0,10.58,12.17
amos_0142,gallbladder,0.8735,0.8735,0.0,0,14.16,16.1
amos_0142,inferior_vena_cava,0.8667,0.8667,0.0,0,69.35,77.67
amos_0142,kidney_right,0.9191,0.9191,0.0,0,139.38,136.54
amos_0142,liver,0.9478,0.9478,0.0,0,1009.31,1054.89
amos_0142,pancreas,0.7956,0.7956,0.0,0,94.25,104.09
amos_0142,spleen,0.9391,0.9391,0.0,0,185.86,191.42
amos_0142,stomach,0.9312,0.9312,0.0,0,232.8,241.01
amos_0142,urinary_bladder,0.7215,0.7215,0.0,0,43.04,25.38
amos_0143,adrenal_gland_left,0.654,0.654,0.0,0,3.7,3.31
amos_0143,adrenal_gland_right,0.66,0.66,0.0,0,2.56,3.35
amos_0143,aorta,0.8746,0.8746,0.0,0,101.39,105.55
amos_0143,duodenum,0.6439,0.6439,0.0,0,42.28,42.83
amos_0143,esophagus,0.6646,0.6646,0.0,0,13.65,15.85
amos_0143,gallbladder,0.0464,0.0464,0.0,0,3.93,17.06
amos_0143,inferior_vena_cava,0.7501,0.7501,0.0,0,31.63,40.49
amos_0143,kidney_left,0.9451,0.9451,0.0,0,118.04,120.65
amos_0143,kidney_right,0.9475,0.9475,0.0,0,113.41,117.32
amos_0143,liver,0.9278,0.9278,0.0,0,987.76,1068.58
amos_0143,pancreas,0.809,0.809,0.0,0,56.58,67.36
amos_0143,spleen,0.923,0.923,0.0,0,372.16,422.17
amos_0143,stomach,0.8641,0.8641,0.0,0,160.71,148.54
amos_0147,adrenal_gland_left,0.6871,0.6871,0.0,0,2.8,4.0
amos_0147,adrenal_gland_right,0.6624,0.6624,0.0,0,3.86,3.32
amos_0147,aorta,0.9321,0.9321,0.0,0,83.61,83.18
amos_0147,duodenum,0.7893,0.7893,0.0,0,61.7,61.4
amos_0147,esophagus,0.8625,0.8625,0.0,0,9.01,8.94
amos_0147,gallbladder,0.9269,0.9269,0.0,0,38.5,40.67
amos_0147,inferior_vena_cava,0.8559,0.8559,0.0,0,64.23,69.25
amos_0147,kidney_left,0.8901,0.8901,0.0,0,51.95,52.5
amos_0147,kidney_right,0.891,0.891,0.0,0,63.69,64.26
amos_0147,liver,0.959,0.959,0.0,0,1223.25,1242.44
amos_0147,pancreas,0.8198,0.8198,0.0,0,81.31,81.65
amos_0147,spleen,0.9568,0.9568,0.0,0,416.5,440.89
amos_0147,stomach,0.9443,0.9443,0.0,0,269.55,273.67
amos_0147,urinary_bladder,0.9151,0.9151,0.0,0,174.24,148.71
amos_0149,adrenal_gland_left,0.7088,0.7088,0.0,0,2.82,3.85
amos_0149,adrenal_gland_right,0.5705,0.5705,0.0,0,2.44,4.02
